id,SurveyDate,Regular_Hokkaido,High_octane_Hokkaido,light_oil_Hokkaido,Kerosene_Hokkaido
1,1990/8/27,121,137,70,747
2,1990/9/3,121,137,70,758
3,1990/9/10,121,137,71,786
4,1990/9/17,124,139,74,818
5,1990/9/25,132,148,82,961
6,1990/10/1,132,148,82,961
7,1990/10/8,132,148,82,961
8,1990/10/15,132,148,82,961
9,1990/10/22,137,153,87,"1,050"
10,1990/10/29,137,153,87,"1,049"
11,1990/11/5,137,153,87,"1,050"
12,1990/11/13,137,152,87,"1,047"
13,1990/11/19,137,152,87,"1,047"
14,1990/11/26,137,152,87,"1,047"
15,1990/12/3,137,152,87,"1,047"
16,1990/12/10,137,152,87,"1,046"
17,1990/12/17,136,151,86,"1,023"
18,1990/12/25,134,149,84,993
19,1991/1/7,134,149,84,990
20,1991/1/14,134,149,84,989
21,1991/1/21,131,146,81,941
22,1991/1/28,131,146,81,936
23,1991/2/4,131,146,81,935
24,1991/2/12,131,146,81,931
25,1991/2/18,129,144,79,892
26,1991/2/25,128,143,78,879
27,1991/3/4,128,143,78,875
28,1991/3/11,128,143,78,875
29,1991/3/18,126,141,76,842
30,1991/3/25,125,140,75,819
31,1991/4/1,126,140,76,830
32,1991/4/8,126,140,76,832
33,1991/4/15,126,140,76,832
34,1991/4/22,126,140,76,833
35,1991/4/30,126,140,76,832
36,1991/5/7,126,140,76,828
37,1991/5/13,126,140,76,828
38,1991/5/20,126,140,76,828
39,1991/5/27,126,140,76,828
40,1991/6/3,126,140,76,828
41,1991/6/10,126,140,76,827
42,1991/6/17,126,140,76,827
43,1991/6/24,125,140,76,827
44,1991/7/1,125,140,76,827
45,1991/7/8,125,140,76,825
46,1991/7/15,125,140,76,825
47,1991/7/22,125,140,76,826
48,1991/7/29,125,140,76,826
49,1991/8/5,125,140,76,826
50,1991/8/12,125,140,76,826
51,1991/8/19,125,140,75,825
52,1991/8/26,125,140,75,825
53,1991/9/2,125,140,75,825
54,1991/9/9,125,140,75,825
55,1991/9/17,125,140,75,825
56,1991/9/24,125,140,76,829
57,1991/9/30,125,140,76,829
58,1991/10/7,125,140,76,832
59,1991/10/14,125,140,76,830
60,1991/10/21,125,140,76,832
61,1991/10/28,126,141,76,839
62,1991/11/5,126,141,76,843
63,1991/11/11,126,141,76,844
64,1991/11/18,126,141,77,851
65,1991/11/25,126,141,77,852
66,1991/12/2,126,142,77,852
67,1991/12/9,126,142,77,852
68,1991/12/16,126,141,77,851
69,1991/12/24,126,141,77,851
70,1992/1/6,126,141,77,849
71,1992/1/13,126,141,77,849
72,1992/1/20,125,140,76,832
73,1992/1/27,125,139,75,815
74,1992/2/3,124,139,75,809
75,1992/2/10,124,139,75,809
76,1992/2/17,124,139,75,809
77,1992/2/24,124,139,75,806
78,1992/3/2,124,139,75,806
79,1992/3/9,124,139,75,806
80,1992/3/16,124,139,75,805
81,1992/3/23,124,139,75,805
82,1992/3/30,124,139,75,805
83,1992/4/1,124,138,74,795
84,1992/4/6,123,138,74,795
85,1992/4/13,123,138,74,793
86,1992/4/20,123,138,74,794
87,1992/4/27,123,138,74,794
88,1992/5/6,123,138,74,791
89,1992/5/11,123,138,73,793
90,1992/5/18,123,138,74,793
91,1992/5/25,123,138,74,795
92,1992/6/1,123,138,74,795
93,1992/6/8,123,138,74,797
94,1992/6/15,123,138,74,797
95,1992/6/22,123,138,74,797
96,1992/6/29,123,138,74,797
97,1992/7/6,123,139,74,800
98,1992/7/13,124,139,74,798
99,1992/7/20,124,139,74,798
100,1992/7/27,124,139,74,799
101,1992/8/3,124,139,74,806
102,1992/8/10,124,139,74,806
103,1992/8/17,124,139,75,807
104,1992/8/24,124,139,75,805
105,1992/8/31,125,139,75,808
106,1992/9/7,126,140,76,821
107,1992/9/14,126,140,76,821
108,1992/9/21,126,141,76,822
109,1992/9/28,126,141,77,827
110,1992/10/5,126,141,77,829
111,1992/10/12,126,141,77,837
112,1992/10/19,126,141,77,837
113,1992/10/26,126,141,77,834
114,1992/11/2,126,141,77,831
115,1992/11/9,126,141,77,830
116,1992/11/16,126,141,77,830
117,1992/11/24,126,141,77,830
118,1992/11/30,126,141,77,830
119,1992/12/7,126,141,77,830
120,1992/12/14,126,141,77,830
121,1992/12/21,126,141,77,830
122,1993/1/4,126,141,77,827
123,1993/1/11,126,141,77,827
124,1993/1/18,126,141,77,826
125,1993/1/25,126,141,77,825
126,1993/2/1,126,141,77,825
127,1993/2/8,126,141,77,823
128,1993/2/15,126,141,77,823
129,1993/2/22,126,141,77,821
130,1993/3/1,126,141,76,817
131,1993/3/8,126,141,76,817
132,1993/3/15,126,141,76,818
133,1993/3/22,126,141,76,818
134,1993/3/29,126,141,76,818
135,1993/4/5,126,140,76,816
136,1993/4/12,126,140,76,815
137,1993/4/19,126,140,76,816
138,1993/4/26,126,140,76,816
139,1993/5/10,125,140,76,814
140,1993/5/17,125,140,76,814
141,1993/5/24,125,140,76,814
142,1993/5/31,125,140,76,811
143,1993/6/7,125,140,76,806
144,1993/6/14,125,140,76,806
145,1993/6/21,125,140,76,803
146,1993/6/28,125,140,76,802
147,1993/7/5,125,140,76,802
148,1993/7/12,125,140,76,802
149,1993/7/19,125,139,76,801
150,1993/7/26,125,139,76,801
151,1993/8/2,125,139,76,801
152,1993/8/9,125,139,76,798
153,1993/8/16,125,139,76,798
154,1993/8/23,125,139,76,798
155,1993/8/30,125,139,76,798
156,1993/9/6,125,139,76,797
157,1993/9/13,125,139,76,796
158,1993/9/20,125,139,76,796
159,1993/9/27,124,139,75,796
160,1993/10/4,124,139,75,798
161,1993/10/12,124,139,75,798
162,1993/10/18,124,139,75,798
163,1993/10/25,124,139,75,796
164,1993/11/1,124,139,75,795
165,1993/11/8,124,139,75,795
166,1993/11/15,124,139,75,792
167,1993/11/22,124,139,75,791
168,1993/11/29,124,139,75,789
169,1993/12/1,124,139,83,787
170,1993/12/6,124,139,83,787
171,1993/12/13,124,139,82,786
172,1993/12/20,124,139,82,786
173,1994/1/5,124,139,82,786
174,1994/1/10,124,139,82,786
175,1994/1/17,124,139,82,786
176,1994/1/24,123,138,82,777
177,1994/1/31,123,138,82,777
178,1994/2/7,123,138,82,772
179,1994/2/14,123,138,82,775
180,1994/2/21,123,138,82,775
181,1994/2/28,123,138,82,775
182,1994/3/7,123,138,82,775
183,1994/3/14,123,138,82,775
184,1994/3/22,123,138,82,775
185,1994/3/28,123,138,82,775
186,1994/4/4,123,138,82,775
187,1994/4/11,123,138,82,771
188,1994/4/18,123,138,82,769
189,1994/4/25,123,138,82,769
190,1994/5/9,123,138,82,768
191,1994/5/16,123,138,82,768
192,1994/5/23,123,138,82,768
193,1994/5/30,123,138,82,768
194,1994/6/6,123,138,82,768
195,1994/6/13,123,138,82,768
196,1994/6/20,123,138,82,768
197,1994/6/27,123,138,82,768
198,1994/7/4,123,138,82,766
199,1994/7/11,123,137,81,766
200,1994/7/18,123,137,81,766
201,1994/7/25,123,137,81,766
202,1994/8/1,122,137,81,766
203,1994/8/8,122,137,81,766
204,1994/8/15,122,137,81,766
205,1994/8/22,122,137,81,766
206,1994/8/29,122,137,81,766
207,1994/9/5,123,137,81,768
208,1994/9/12,123,137,81,768
209,1994/9/19,122,137,81,768
210,1994/9/26,122,137,81,768
211,1994/10/3,122,137,81,768
212,1994/10/11,122,137,81,768
213,1994/10/17,122,137,81,768
214,1994/10/24,122,137,81,768
215,1994/10/31,122,137,81,768
216,1994/11/7,122,137,81,768
217,1994/11/14,123,138,81,766
218,1994/11/21,123,138,81,766
219,1994/11/28,123,138,81,766
220,1994/12/5,123,138,81,765
221,1994/12/12,123,138,81,764
222,1994/12/19,123,138,81,764
223,1994/12/26,123,138,81,764
224,1995/1/9,123,138,81,759
225,1995/1/17,123,138,81,759
226,1995/1/23,123,138,81,759
227,1995/1/30,123,138,81,759
228,1995/2/6,123,138,81,759
229,1995/2/13,123,138,81,759
230,1995/2/20,122,138,81,759
231,1995/2/27,122,138,81,759
232,1995/3/6,122,138,81,759
233,1995/3/13,122,138,81,759
234,1995/3/20,122,138,81,758
235,1995/3/27,122,138,81,758
236,1995/4/3,122,138,81,757
237,1995/4/10,122,137,81,755
238,1995/4/17,122,137,81,754
239,1995/4/24,122,137,81,754
240,1995/5/8,121,137,81,748
241,1995/5/15,121,137,81,747
242,1995/5/22,121,136,81,746
243,1995/5/29,121,136,81,743
244,1995/6/5,121,136,80,743
245,1995/6/12,121,136,80,743
246,1995/6/19,121,136,80,743
247,1995/6/26,121,136,80,743
248,1995/7/3,121,136,80,743
249,1995/7/10,121,136,80,743
250,1995/7/17,121,136,80,743
251,1995/7/24,120,136,80,740
252,1995/7/31,120,136,80,740
253,1995/8/7,120,135,80,740
254,1995/8/14,120,135,80,738
255,1995/8/21,120,135,80,737
256,1995/8/28,120,135,80,737
257,1995/9/4,120,135,80,737
258,1995/9/11,120,135,80,737
259,1995/9/18,120,135,80,737
260,1995/9/25,120,135,80,732
261,1995/10/2,119,135,79,732
262,1995/10/9,119,135,79,732
263,1995/10/16,119,135,79,732
264,1995/10/23,119,135,79,732
265,1995/10/30,119,135,79,732
266,1995/11/6,119,135,79,732
267,1995/11/13,119,135,79,732
268,1995/11/20,119,134,79,731
269,1995/11/27,119,134,79,735
270,1995/12/4,119,134,79,730
271,1995/12/11,119,134,79,730
272,1995/12/18,118,133,79,726
273,1995/12/25,118,133,79,726
274,1996/1/8,118,133,79,726
275,1996/1/16,117,132,79,726
276,1996/1/22,117,132,79,725
277,1996/1/29,117,132,79,723
278,1996/2/5,117,131,79,723
279,1996/2/13,116,130,79,723
280,1996/2/19,116,130,79,728
281,1996/2/26,116,130,79,732
282,1996/3/4,115,129,79,743
283,1996/3/11,114,128,79,745
284,1996/3/18,114,128,80,749
285,1996/3/25,113,128,80,749
286,1996/4/1,108,122,82,795
287,1996/4/8,107,122,82,802
288,1996/4/15,107,122,82,802
289,1996/4/22,107,122,82,802
290,1996/4/30,107,122,82,802
291,1996/5/7,107,121,82,802
292,1996/5/13,107,121,82,801
293,1996/5/20,107,121,82,801
294,1996/5/27,107,121,82,801
295,1996/6/3,107,121,82,800
296,1996/6/10,107,121,82,801
297,1996/6/17,107,121,82,801
298,1996/6/24,107,121,82,801
299,1996/7/1,107,121,82,801
300,1996/7/8,107,121,82,801
301,1996/7/15,107,121,82,801
302,1996/7/22,106,121,82,801
303,1996/7/29,106,121,82,801
304,1996/8/5,106,120,82,801
305,1996/8/12,105,119,82,801
306,1996/8/19,105,119,82,800
307,1996/8/26,105,119,82,800
308,1996/9/2,105,119,82,804
309,1996/9/9,105,118,81,802
310,1996/9/17,105,118,81,803
311,1996/9/24,105,118,81,805
312,1996/9/30,105,118,81,805
313,1996/10/7,105,118,81,807
314,1996/10/14,105,118,81,807
315,1996/10/21,104,118,81,807
316,1996/10/28,104,117,81,807
317,1996/11/5,104,117,81,820
318,1996/11/11,104,118,81,827
319,1996/11/18,104,118,82,832
320,1996/11/25,104,118,81,836
321,1996/12/2,105,118,82,842
322,1996/12/9,105,118,82,843
323,1996/12/16,105,118,82,847
324,1996/12/24,105,118,82,848
325,1997/1/6,105,117,82,848
326,1997/1/13,105,117,82,848
327,1997/1/20,105,117,82,848
328,1997/1/27,104,117,82,851
329,1997/2/3,105,119,83,855
330,1997/2/10,105,119,83,856
331,1997/2/17,105,119,83,856
332,1997/2/24,105,119,83,856
333,1997/3/3,106,119,83,857
334,1997/3/10,106,119,83,857
335,1997/3/17,105,118,83,857
336,1997/3/24,105,118,83,856
337,1997/3/31,105,118,83,855
338,1997/4/7,105,118,82,855
339,1997/4/14,104,117,82,854
340,1997/4/21,104,117,82,854
341,1997/4/28,104,117,82,853
342,1997/5/6,104,117,82,851
343,1997/5/12,104,117,82,851
344,1997/5/19,104,117,82,851
345,1997/5/26,104,117,82,851
346,1997/6/2,103,116,81,850
347,1997/6/9,102,115,81,845
348,1997/6/16,102,115,81,845
349,1997/6/23,101,114,80,845
350,1997/6/30,101,114,80,847
351,1997/7/7,101,114,80,847
352,1997/7/14,101,114,80,847
353,1997/7/22,102,115,80,844
354,1997/7/28,102,115,80,844
355,1997/8/4,101,114,80,844
356,1997/8/11,101,114,80,844
357,1997/8/18,101,114,80,844
358,1997/8/25,101,114,80,844
359,1997/9/1,101,114,80,844
360,1997/9/8,101,114,80,844
361,1997/9/16,100,114,80,841
362,1997/9/22,100,114,80,841
363,1997/9/29,100,113,80,840
364,1997/10/6,99,112,79,835
365,1997/10/13,98,111,79,834
366,1997/10/20,97,111,78,826
367,1997/10/27,97,110,78,819
368,1997/11/4,97,110,78,815
369,1997/11/10,97,110,78,814
370,1997/11/17,97,110,78,812
371,1997/11/25,97,110,78,812
372,1997/12/1,97,110,78,810
373,1997/12/8,97,110,78,804
374,1997/12/15,98,110,78,803
375,1997/12/22,98,110,78,803
376,1998/1/5,97,110,78,798
377,1998/1/12,97,109,78,795
378,1998/1/19,97,109,78,794
379,1998/1/26,96,108,77,789
380,1998/2/2,96,108,77,785
381,1998/2/9,96,108,77,781
382,1998/2/16,96,108,77,780
383,1998/2/23,95,108,77,778
384,1998/3/2,95,107,76,773
385,1998/3/9,94,106,76,764
386,1998/3/16,93,105,75,757
387,1998/3/23,93,105,75,757
388,1998/3/30,93,105,75,757
389,1998/4/6,92,103,74,747
390,1998/4/13,90,102,73,744
391,1998/4/20,90,102,73,744
392,1998/4/27,90,102,73,735
393,1998/5/6,90,102,73,735
394,1998/5/11,90,102,73,733
395,1998/5/18,90,101,73,730
396,1998/5/25,90,101,74,730
397,1998/6/1,90,102,74,730
398,1998/6/8,90,102,74,730
399,1998/6/15,90,102,74,730
400,1998/6/22,90,102,74,726
401,1998/6/29,90,102,74,726
402,1998/7/6,89,100,73,712
403,1998/7/13,89,100,73,711
404,1998/7/21,89,100,73,711
405,1998/7/27,89,100,72,711
406,1998/8/3,89,100,72,711
407,1998/8/10,89,100,72,711
408,1998/8/17,89,100,72,711
409,1998/8/24,89,100,72,711
410,1998/8/31,88,100,72,709
411,1998/9/7,88,100,72,707
412,1998/9/14,88,100,72,707
413,1998/9/21,88,100,72,707
414,1998/9/28,88,100,72,704
415,1998/10/5,88,99,72,694
416,1998/10/12,88,99,72,687
417,1998/10/19,88,99,72,686
418,1998/10/26,88,100,73,686
419,1998/11/2,88,100,73,678
420,1998/11/9,89,100,73,678
421,1998/11/16,89,100,73,677
422,1998/11/24,89,100,73,677
423,1998/11/30,89,100,73,676
424,1998/12/7,89,100,73,677
425,1998/12/14,89,100,73,677
426,1998/12/21,89,101,73,671
427,1999/1/5,89,101,73,671
428,1999/1/11,89,101,73,671
429,1999/1/18,89,101,73,671
430,1999/1/25,89,101,73,671
431,1999/2/1,89,101,73,671
432,1999/2/8,89,100,73,671
433,1999/2/15,89,100,73,669
434,1999/2/22,89,100,73,666
435,1999/3/1,89,100,73,666
436,1999/3/8,89,100,73,663
437,1999/3/15,89,100,73,658
438,1999/3/23,89,100,73,658
439,1999/3/29,89,101,73,658
440,1999/4/5,90,101,73,658
441,1999/4/12,89,101,73,655
442,1999/4/19,89,101,73,655
443,1999/4/26,90,101,73,655
444,1999/5/10,90,101,73,657
445,1999/5/17,90,101,73,655
446,1999/5/24,90,101,73,658
447,1999/5/31,90,101,73,658
448,1999/6/7,91,102,74,666
449,1999/6/14,91,102,74,667
450,1999/6/21,92,102,74,671
451,1999/6/28,92,103,74,672
452,1999/7/5,92,103,74,674
453,1999/7/12,92,103,75,676
454,1999/7/19,92,103,75,676
455,1999/7/26,92,103,74,676
456,1999/8/2,92,103,74,678
457,1999/8/9,92,103,74,681
458,1999/8/16,92,103,75,683
459,1999/8/23,92,103,75,685
460,1999/8/30,93,103,75,693
461,1999/9/6,93,104,76,701
462,1999/9/13,94,105,76,704
463,1999/9/20,94,105,76,704
464,1999/9/27,94,105,76,705
465,1999/10/4,94,105,77,709
466,1999/10/12,95,106,77,713
467,1999/10/18,95,106,77,716
468,1999/10/25,95,106,77,720
469,1999/11/1,96,107,77,730
470,1999/11/8,96,107,77,731
471,1999/11/15,96,107,77,731
472,1999/11/22,96,107,78,740
473,1999/11/29,96,107,78,740
474,1999/12/6,96,107,78,740
475,1999/12/13,96,108,78,743
476,1999/12/20,97,108,78,744
477,1999/12/27,97,108,78,746
478,2000/1/5,97,108,79,744
479,2000/1/11,97,108,79,748
480,2000/1/17,97,108,79,748
481,2000/1/24,97,108,79,748
482,2000/1/31,97,108,79,748
483,2000/2/7,98,109,79,748
484,2000/2/14,98,109,79,748
485,2000/2/21,98,109,79,748
486,2000/2/28,98,109,79,748
487,2000/3/6,98,109,79,748
488,2000/3/13,98,110,80,751
489,2000/3/21,99,110,80,752
490,2000/3/27,99,110,80,753
491,2000/4/3,100,111,81,758
492,2000/4/10,100,111,81,758
493,2000/4/17,100,111,81,758
494,2000/4/24,100,111,81,759
495,2000/5/8,100,111,81,760
496,2000/5/15,100,111,81,762
497,2000/5/22,100,111,81,762
498,2000/5/29,100,111,81,762
499,2000/6/5,100,111,81,762
500,2000/6/12,100,111,81,763
501,2000/6/19,100,111,81,766
502,2000/6/26,100,111,81,766
503,2000/7/3,100,111,81,766
504,2000/7/10,100,111,81,767
505,2000/7/17,100,111,81,767
506,2000/7/24,100,111,81,769
507,2000/7/31,100,110,81,770
508,2000/8/7,100,110,81,770
509,2000/8/14,100,110,81,770
510,2000/8/21,100,110,81,770
511,2000/8/28,100,110,81,770
512,2000/9/4,100,110,81,771
513,2000/9/11,100,111,81,773
514,2000/9/18,100,111,81,773
515,2000/9/25,100,111,81,773
516,2000/10/2,101,112,82,792
517,2000/10/10,102,113,83,801
518,2000/10/16,103,114,83,813
519,2000/10/23,103,114,83,813
520,2000/10/30,103,114,83,826
521,2000/11/6,103,114,84,827
522,2000/11/13,103,114,84,829
523,2000/11/20,104,114,84,829
524,2000/11/27,104,114,84,833
525,2000/12/4,104,115,84,843
526,2000/12/11,104,115,84,848
527,2000/12/18,104,115,84,849
528,2000/12/25,104,115,84,850
529,2001/1/9,104,115,85,850
530,2001/1/15,104,115,85,850
531,2001/1/22,105,115,85,850
532,2001/1/29,105,115,85,850
533,2001/2/5,105,115,85,850
534,2001/2/13,105,115,85,850
535,2001/2/19,105,115,85,850
536,2001/2/26,104,115,85,849
537,2001/3/5,104,115,85,848
538,2001/3/12,104,115,85,849
539,2001/3/19,104,115,84,849
540,2001/3/26,104,115,84,846
541,2001/4/2,104,115,84,846
542,2001/4/9,104,115,84,846
543,2001/4/16,104,115,85,847
544,2001/4/23,104,115,85,847
545,2001/5/7,104,115,84,847
546,2001/5/14,104,115,84,847
547,2001/5/21,104,114,84,847
548,2001/5/28,104,114,84,847
549,2001/6/4,103,114,84,846
550,2001/6/11,103,114,84,846
551,2001/6/18,103,114,83,846
552,2001/6/25,103,113,83,844
553,2001/7/2,103,113,83,844
554,2001/7/9,103,113,83,843
555,2001/7/16,103,113,83,843
556,2001/7/23,103,113,83,843
557,2001/7/30,102,113,83,843
558,2001/8/6,102,113,83,843
559,2001/8/13,102,113,83,843
560,2001/8/20,102,113,83,843
561,2001/8/27,102,112,82,843
562,2001/9/3,102,112,82,843
563,2001/9/10,101,112,82,844
564,2001/9/17,101,112,82,844
565,2001/9/25,101,112,82,844
566,2001/10/1,101,112,82,843
567,2001/10/9,101,112,82,841
568,2001/10/15,101,112,82,841
569,2001/10/22,101,112,82,841
570,2001/10/29,101,112,82,841
571,2001/11/5,101,112,82,831
572,2001/11/12,101,111,82,826
573,2001/11/19,100,111,81,818
574,2001/11/26,100,111,81,815
575,2001/12/3,100,111,81,804
576,2001/12/10,100,111,81,794
577,2001/12/17,99,110,80,787
578,2001/12/25,99,110,80,785
579,2002/1/7,99,109,79,782
580,2002/1/15,98,109,79,778
581,2002/1/21,98,109,79,778
582,2002/1/28,98,109,79,776
583,2002/2/4,98,109,79,773
584,2002/2/12,98,108,78,771
585,2002/2/18,98,108,78,771
586,2002/2/25,98,108,78,769
587,2002/3/4,97,108,78,765
588,2002/3/11,97,108,78,765
589,2002/3/18,97,108,78,765
590,2002/3/25,97,108,78,765
591,2002/4/1,97,108,78,764
592,2002/4/8,97,108,78,764
593,2002/4/15,98,109,79,762
594,2002/4/22,99,110,80,762
595,2002/4/30,99,110,80,762
596,2002/5/7,99,110,80,765
597,2002/5/13,100,111,81,772
598,2002/5/20,100,111,81,772
599,2002/5/27,101,111,81,776
600,2002/6/3,101,111,81,780
601,2002/6/10,101,111,81,781
602,2002/6/17,101,111,81,781
603,2002/6/24,100,111,81,781
604,2002/7/1,100,110,80,781
605,2002/7/8,100,110,80,781
606,2002/7/15,99,110,80,781
607,2002/7/22,99,110,80,782
608,2002/7/29,99,109,80,778
609,2002/8/5,98,109,79,778
610,2002/8/12,98,109,79,778
611,2002/8/19,98,108,78,778
612,2002/8/26,97,108,78,778
613,2002/9/2,97,108,78,776
614,2002/9/9,97,108,78,776
615,2002/9/17,97,108,78,777
616,2002/9/24,97,108,78,777
617,2002/9/30,97,108,78,777
618,2002/10/7,98,108,79,780
619,2002/10/15,98,109,79,776
620,2002/10/21,98,109,79,780
621,2002/10/28,99,110,80,780
622,2002/11/5,99,110,80,780
623,2002/11/11,99,110,80,778
624,2002/11/18,99,110,80,778
625,2002/11/25,99,110,80,780
626,2002/12/2,99,110,80,780
627,2002/12/9,99,110,80,783
628,2002/12/16,99,110,80,785
629,2002/12/24,99,110,80,787
630,2003/1/6,99,110,80,793
631,2003/1/14,99,110,80,803
632,2003/1/20,100,111,80,809
633,2003/1/27,100,111,80,812
634,2003/2/3,100,111,81,817
635,2003/2/10,101,112,81,826
636,2003/2/17,101,112,82,826
637,2003/2/24,102,112,82,828
638,2003/3/3,103,113,83,837
639,2003/3/10,103,113,83,840
640,2003/3/17,104,114,84,842
641,2003/3/24,104,115,85,843
642,2003/3/31,104,115,85,845
643,2003/4/7,105,115,85,849
644,2003/4/14,105,115,85,849
645,2003/4/21,105,115,85,849
646,2003/4/28,105,115,85,849
647,2003/5/6,105,115,85,850
648,2003/5/12,105,115,85,849
649,2003/5/19,104,115,84,849
650,2003/5/26,104,115,84,850
651,2003/6/2,104,115,84,849
652,2003/6/9,103,114,84,848
653,2003/6/16,103,114,84,847
654,2003/6/23,103,114,84,845
655,2003/6/30,103,114,84,845
656,2003/7/7,103,114,84,845
657,2003/7/14,103,114,84,845
658,2003/7/22,103,114,84,845
659,2003/7/28,103,114,84,845
660,2003/8/4,103,114,83,845
661,2003/8/11,103,114,83,845
662,2003/8/18,103,114,83,845
663,2003/8/25,103,114,83,845
664,2003/9/1,103,114,83,845
665,2003/9/8,103,114,83,845
666,2003/9/16,103,114,83,845
667,2003/9/22,103,113,83,844
668,2003/9/29,103,113,83,844
669,2003/10/6,103,113,83,842
670,2003/10/14,103,113,83,842
671,2003/10/20,103,113,83,843
672,2003/10/27,103,113,83,845
673,2003/11/4,103,113,83,843
674,2003/11/10,103,113,83,841
675,2003/11/17,102,113,83,838
676,2003/11/25,102,113,83,838
677,2003/12/1,102,113,83,838
678,2003/12/8,102,113,83,838
679,2003/12/15,102,113,83,838
680,2003/12/22,101,112,82,831
681,2004/1/5,101,112,82,831
682,2004/1/13,101,111,81,830
683,2004/1/19,101,111,81,830
684,2004/1/26,101,111,81,830
685,2004/2/2,101,111,81,829
686,2004/2/9,101,111,81,827
687,2004/2/16,101,111,81,825
688,2004/2/23,101,111,81,825
689,2004/3/1,101,111,81,825
690,2004/3/8,101,111,81,825
691,2004/3/15,101,111,81,825
692,2004/3/22,101,112,82,825
693,2004/3/29,101,112,82,825
694,2004/4/5,106,117,84,867
695,2004/4/12,106,117,85,866
696,2004/4/19,107,118,85,866
697,2004/4/26,107,118,85,869
698,2004/5/10,107,118,86,868
699,2004/5/17,107,119,86,867
700,2004/5/24,108,119,86,867
701,2004/5/31,108,119,87,872
702,2004/6/7,113,124,91,911
